Geneid	SD1	SD2	SD3	TG1	TG3
ZN651G4465	2397	3675	4277	99	645
ZN651G4466	114	104	119	27	248
ZN651G4467	155	300	159	69	375
ZN651G4468	0	0	0	0	0
ZN651G4469	39	16	47	0	63
ZN651G4470	2	7	11	3	11
ZN651G4471	2	12	2	11	16
ZN651G4472	0	0	0	0	1
ZN651G4473	0	0	0	0	0
ZN651G4474	792	1899	2373	464	454
ZN651G4475	254	325	227	319	230
ZN651G4476	6324	4129	4290	1847	4149
ZN651G4477	0	0	0	0	0
ZN651G4478	488	165	441	40	83
ZN651G4479	856	1510	1390	1291	720
ZN651G4480	229	284	203	175	92
ZN651G4481	4	2	1	3	85
ZN651G4482	130	120	156	172	36
ZN651G4483	616	434	487	614	659
ZN651G4484	577	1187	1101	2194	662
ZN651G4485	0	0	0	0	0
ZN651G4486	9	23	24	27	747
ZN651G4487	0	0	0	0	0
ZN651G4488	173	128	47	39	15
ZN651G4489	118	209	175	155	31
ZN651G4490	0	0	0	0	0
ZN651G4491	696	1112	1095	1371	735
ZN651G4492	0	0	0	0	0
ZN651G4493	0	0	0	0	0
ZN651G4494	145	151	290	933	29
ZN651G4495	449	569	546	112	850
ZN651G4496	49852	17333	22736	16066	79945
ZN651G4497	543	226	214	44	499
ZN651G4498	414	878	743	698	317
ZN651G4499	970	583	585	3185	3063
ZN651G4500	33	32	25	97	94
ZN651G4501	903	1084	731	2367	1312
ZN651G4502	393	433	440	171	160
ZN651G4503	2399	932	740	354	940
ZN651G4504	238	807	862	13	158
ZN651G4505	89	144	113	170	40
ZN651G4506	493	178	282	274	215
ZN651G4507	251	54	71	12	53
ZN651G4508	0	0	23	0	3
ZN651G4509	313	253	521	11	436
ZN651G4510	803	573	611	1365	861
ZN651G4511	0	0	0	0	0
ZN651G4512	1294	1459	1430	2094	1107
ZN651G4513	7	32	11	10	11
ZN651G4514	688	832	966	1320	497
ZN651G4515	248	662	424	231	238
ZN651G4516	1058	1392	1394	4094	2361
ZN651G4517	100	232	157	401	153
ZN651G4518	80	146	70	104	102
ZN651G4519	1249	807	1023	772	534
ZN651G4520	15	14	6	0	6
ZN651G4521	0	0	0	0	0
ZN651G4522	0	0	0	0	0
ZN651G4523	449	240	234	156	175
ZN651G4524	979	2399	1327	872	964
ZN651G4525	82	114	54	160	223
ZN651G4526	226	299	206	389	411
ZN651G4527	153	47	120	2	529
ZN651G4528	326	137	117	7	337
ZN651G4529	729	1010	873	1214	1949
ZN651G4530	0	0	0	0	0
ZN651G4531	980	1237	1908	1689	547
ZN651G4532	1	0	0	0	0
ZN651G4533	30	68	96	10	479
ZN651G4534	503	872	859	481	506
ZN651G4535	310	665	551	137	541
ZN651G4536	3	15	15	6	1
ZN651G4537	1	3	2	1	1
ZN651G4538	1	0	0	15	5
ZN651G4539	0	0	0	0	0
ZN651G4540	0	0	0	0	0
ZN651G4541	0	0	0	0	0
ZN651G4542	133	264	190	159	17
ZN651G4543	3	5	2	13	13
ZN651G4544	3	9	10	7	3
ZN651G4545	23	2	2	1	15
ZN651G4546	11	57	80	56	37
ZN651G4547	11	43	72	93	38
ZN651G4548	55	212	103	10	4
ZN651G4549	462	250	171	54	94
ZN651G4550	113	93	135	28	36
ZN651G4551	51	77	41	38	39
ZN651G4552	71	84	63	32	9
ZN651G4553	350	449	356	39	1082
ZN651G4554	693	204	168	1522	136
ZN651G4555	2824	1992	1784	23	3447
ZN651G4556	1	0	3	0	11
ZN651G4557	0	0	0	0	0
ZN651G4558	94	140	212	467	338
ZN651G4559	3	1	4	0	9
ZN651G4560	0	0	0	0	0
ZN651G4561	0	0	0	0	1
ZN651G4562	1	1	0	1	1
ZN651G4563	169	185	164	359	105
ZN651G4564	1268	1015	1261	561	1938
ZN651G4565	968	592	656	805	446
ZN651G4566	44	302	281	164	27
ZN651G4567	570	1044	1202	1094	626
ZN651G4568	89	39	49	5	49
ZN651G4569	2037	2470	2170	4730	2192
ZN651G4570	0	0	0	0	67
ZN651G4571	0	0	0	0	34
ZN651G4572	88	61	75	83	93
ZN651G4573	8880	8740	8541	5026	5515
ZN651G4574	0	4	0	1	1
ZN651G4575	41	200	163	28	29
ZN651G4576	3	6	7	26	17
ZN651G4577	1	6	18	2	2
ZN651G4578	3246	2972	1869	9193	1101
ZN651G4579	0	0	0	0	0
ZN651G4580	53	77	63	143	76
ZN651G4581	121	184	141	236	115
ZN651G4582	1324	864	1218	900	235
ZN651G4583	30	117	119	40	14
ZN651G4584	13	16	21	10	26
ZN651G4585	353	341	244	409	278
ZN651G4586	583	672	622	2622	761
ZN651G4587	26	190	221	4	71
ZN651G4588	2698	3093	3118	2993	3854
ZN651G4589	2	2	3	1	1
ZN651G4590	0	0	0	0	0
ZN651G4591	466	1112	719	1147	1005
ZN651G4592	71	84	70	83	30
ZN651G4593	11	33	38	63	7
ZN651G4594	8	6	1	17	3
ZN651G4595	392	154	88	780	54
ZN651G4596	93	156	117	341	102
ZN651G4597	450	534	501	195	534
ZN651G4598	0	0	0	0	0
ZN651G4599	164	512	430	399	241
ZN651G4600	169	536	617	458	99
ZN651G4601	1	0	0	0	0
ZN651G4602	12	14	12	7	1
ZN651G4603	0	0	0	0	0
ZN651G4604	0	0	1	0	0
ZN651G4605	147	296	221	96	144
ZN651G4606	0	1	0	35	2
ZN651G4607	0	0	0	0	0
ZN651G4608	1154	1250	1459	728	13336
ZN651G4609	763	340	374	595	198
ZN651G4610	179	207	114	81	171
ZN651G4611	111	196	191	237	175
ZN651G4612	47	74	52	19	13
ZN651G4613	333	309	222	704	1361
ZN651G4614	1170	530	392	549	667
ZN651G4615	16	48	65	98	45
ZN651G4616	136	200	123	149	181
ZN651G4617	932	1538	1404	432	1527
ZN651G4618	127	168	94	103	26
ZN651G4619	89	47	72	26	13
ZN651G4620	135	306	365	289	117
ZN651G4621	993	770	936	242	1213
ZN651G4622	0	0	0	0	1
ZN651G4623	61	165	110	92	71
ZN651G4624	2	7	11	4	2
ZN651G4625	3	6	15	2	11
ZN651G4626	0	1	0	0	1
ZN651G4627	0	0	0	0	0
ZN651G4628	417	859	556	1246	247
ZN651G4629	186	140	186	341	41
ZN651G4630	11	37	11	64	60
ZN651G4631	79	154	123	48	43
ZN651G4632	458	627	471	597	637
ZN651G4633	0	0	2	0	4
ZN651G4634	2136	4164	4902	188	1308
ZN651G4635	676	1513	1977	54	801
ZN651G4636	0	0	0	0	1
ZN651G4637	574	504	451	882	466
ZN651G4638	3595	3380	4168	1708	6835
ZN651G4639	100	110	70	38	161
ZN651G4640	605	690	664	673	842
ZN651G4641	0	0	0	0	0
ZN651G4642	0	0	0	0	0
ZN651G4643	36	24	12	9	29
ZN651G4644	769	1059	922	1010	768
ZN651G4645	0	0	0	0	0
ZN651G4646	0	0	0	0	0
ZN651G4647	343	638	597	0	522
ZN651G4648	316	509	428	313	654
ZN651G4649	168	283	242	272	200
ZN651G4650	0	0	0	0	0
ZN651G4651	0	0	0	0	0
ZN651G4652	431	495	500	336	168
ZN651G4653	1545	2189	1959	1171	6855
ZN651G4654	384	315	345	611	483
ZN651G4655	1521	1321	1252	1326	1097
ZN651G4656	18	86	72	0	38
ZN651G4657	4861	2125	4286	241	3963
ZN651G4658	4616	4887	4424	301	9518
ZN651G4659	187	120	123	93	82
ZN651G4660	2	3	1	0	2
ZN651G4661	2	1	0	0	2
ZN651G4662	124	143	205	319	113
ZN651G4663	333	708	498	733	289
ZN651G4664	24	7	4	0	6
ZN651G4665	193	116	65	4	28
ZN651G4666	1695	1675	1586	1108	2684
ZN651G4667	2	2	0	0	0
ZN651G4668	103	140	136	141	38
ZN651G4669	0	0	0	0	0
ZN651G4670	42	155	155	175	52
ZN651G4671	65	45	36	105	79
ZN651G4672	0	0	0	0	0
ZN651G4673	5	9	11	4	5
ZN651G4674	2707	2108	3527	750	856
ZN651G4675	0	0	0	0	0
ZN651G4676	48	222	189	98	977
ZN651G4677	10855	9268	16657	24929	37302
ZN651G4678	297	273	221	331	511
ZN651G4679	9452	8871	7378	5442	17336
ZN651G4680	6	2	1	0	9
ZN651G4681	1714	2301	2108	1240	2342
ZN651G4682	1066	994	655	2058	872
ZN651G4683	0	0	0	0	0
ZN651G4684	0	0	1	0	0
ZN651G4685	865	1108	808	871	1548
ZN651G4686	217	213	187	186	145
ZN651G4687	0	0	0	0	0
ZN651G4688	0	1	1	1	2
ZN651G4689	0	0	0	0	0
ZN651G4690	87	164	112	205	163
ZN651G4691	957	1806	1174	8116	1033
ZN651G4692	102	454	416	0	2
ZN651G4693	214	239	197	4	1
ZN651G4694	607	334	265	3610	168
ZN651G4695	1	12	7	10	14
ZN651G4696	91	84	181	51	82
ZN651G4697	1	4	6	5	1
ZN651G4698	46	69	88	56	31
ZN651G4699	0	1	0	1	0
ZN651G4700	0	0	0	0	0
ZN651G4701	93	163	135	167	174
ZN651G4702	0	2	3	0	0
ZN651G4703	4	16	17	0	5
ZN651G4704	0	0	1	0	0
ZN651G4705	0	0	0	0	0
ZN651G4706	5	16	20	4	5
ZN651G4707	3	9	6	3	4
ZN651G4708	8	36	45	3	2
ZN651G4709	1	21	3	2	11
ZN651G4710	8	33	36	0	0
ZN651G4711	1436	1412	1161	1094	1970
ZN651G4712	12	11	17	0	0
ZN651G4713	1418	407	481	3	192
ZN651G4714	0	1	0	0	0
ZN651G4715	26	13	9	16	26
ZN651G4716	858	1231	869	298	212
ZN651G4717	0	0	0	2	1
ZN651G4718	687	1125	855	541	356
ZN651G4719	621	829	866	420	771
ZN651G4720	943	172	291	14	9
ZN651G4721	676	161	310	2	4
ZN651G4722	1174	430	509	31	9
ZN651G4723	889	1083	926	764	1698
ZN651G4724	372	396	332	419	292
ZN651G4725	5	7	6	15	23
ZN651G4726	6673	3348	3389	2520	2455
ZN651G4727	0	1	1	2	0
ZN651G4728	1325	3344	4409	531	4375
ZN651G4729	55	64	54	94	41
ZN651G4730	1343	2335	1670	1622	1627
ZN651G4731	16	0	0	0	0
ZN651G4732	108	205	164	71	14
ZN651G4733	63	117	130	52	23
ZN651G4734	0	0	0	0	0
ZN651G4735	753	1036	1114	1256	226
ZN651G4736	0	0	0	0	0
ZN651G4737	39	83	42	173	39
ZN651G4738	0	0	1	0	0
ZN651G4739	10	82	149	4	12
ZN651G4740	0	12	16	0	4
ZN651G4741	0	0	0	0	0
ZN651G4742	142	311	337	262	38
ZN651G4743	499	546	623	354	337
ZN651G4744	4052	2790	3298	6916	4021
ZN651G4745	7	8	8	155	8
ZN651G4746	290	280	217	82	333
ZN651G4747	0	0	0	0	0
ZN651G4748	0	0	0	0	0
ZN651G4749	1	1	0	2	2
ZN651G4750	0	0	0	0	0
ZN651G4751	273	85	48	2955	209
ZN651G4752	0	0	0	4	2
ZN651G4753	617	350	319	337	1248
ZN651G4754	847	1373	1300	4068	1358
ZN651G4755	459	1314	987	1678	438
ZN651G4756	198	373	835	377	157
ZN651G4757	1874	1785	1709	4743	363
ZN651G4758	374	356	387	410	367
ZN651G4759	1164	1876	2139	2266	775
ZN651G4760	418	555	557	992	476
ZN651G4761	874	2092	1554	1432	2518
ZN651G4762	1179	1276	1244	1532	1777
ZN651G4763	193	166	232	2	4
ZN651G4764	13	7	27	1	6
ZN651G4765	8	73	19	82	9
ZN651G4766	535	883	701	531	281
ZN651G4767	359	504	525	376	79
ZN651G4768	766	619	515	341	708
ZN651G4769	0	3	1	1	1
ZN651G4770	2418	1556	1605	961	1412
ZN651G4771	0	1	1	0	1
ZN651G4772	232	288	283	543	299
ZN651G4773	5	2	5	0	2
ZN651G4774	1059	904	779	505	377
ZN651G4775	1	4	7	0	0
ZN651G4776	0	0	0	0	0
ZN651G4777	211	603	776	78	235
ZN651G4778	3749	1886	2205	1594	963
ZN651G4779	446	377	504	25	57
ZN651G4780	0	1	1	0	0
ZN651G4781	1914	1654	1283	1471	968
ZN651G4782	0	0	0	0	0
ZN651G4783	1266	1770	1361	636	626
ZN651G4784	2197	3489	2678	1625	2216
ZN651G4785	1	0	0	3	2
ZN651G4786	874	753	607	608	410
ZN651G4787	1141	1817	1910	4200	1596
ZN651G4788	11	89	150	59	9
ZN651G4789	407	597	532	794	558
ZN651G4790	1169	1356	1490	1948	694
ZN651G4791	1171	2001	1400	1389	1714
ZN651G4792	0	0	0	0	0
ZN651G4793	562	541	583	650	722
ZN651G4794	970	991	1127	1477	1100
ZN651G4795	7	3	6	5	4
ZN651G4796	0	0	0	0	0
ZN651G4797	1	11	18	1	5
ZN651G4798	455	429	509	547	527
ZN651G4799	1168	1229	885	597	1373
ZN651G4800	934	811	638	670	467
ZN651G4801	51	119	161	7	14
ZN651G4802	824	706	713	150	107
ZN651G4803	58	42	63	51	160
ZN651G4804	338	733	330	516	2344
ZN651G4805	512	397	535	851	487
ZN651G4806	5	2	4	1	0
ZN651G4807	185	283	213	314	172
ZN651G4808	3511	3847	4848	1316	5163
ZN651G4809	68	129	141	13	34
ZN651G4810	875	845	847	39	508
ZN651G4811	400	719	814	72	188
ZN651G4812	976	680	622	1049	450
ZN651G4813	61	81	84	55	43
ZN651G4814	13	26	18	6	2
ZN651G4815	633	483	412	27	291
ZN651G4816	203	235	135	89	86
ZN651G4817	3	5	2	1	5
ZN651G4818	43	47	45	23	46
ZN651G4819	8611	6506	5388	4571	9096
ZN651G4820	14	0	3	6	16
ZN651G4821	3	6	1	2	3
ZN651G4822	230	483	535	414	135
ZN651G4823	120	148	95	668	1254
ZN651G4824	737	853	680	682	836
ZN651G4825	270	321	269	315	433
ZN651G4826	0	1	3	3	0
ZN651G4827	0	0	0	0	0
ZN651G4828	0	0	0	0	0
ZN651G4829	0	0	0	0	0
ZN651G4830	1416	1602	1474	746	165
ZN651G4831	33	82	71	3	3
ZN651G4832	1328	3514	1980	1933	618
ZN651G4833	3	23	11	15	4
ZN651G4834	1	3	3	2	0
ZN651G4835	468	301	289	256	255
ZN651G4836	512	531	630	336	138
ZN651G4837	379	226	429	163	80
ZN651G4838	5085	3124	2893	1946	5562
ZN651G4839	159	91	99	39	115
ZN651G4840	0	5	4	0	2
ZN651G4841	35	17	39	0	8
ZN651G4842	1725	2178	1286	2045	1153
ZN651G4843	2	1	1	5	2
ZN651G4844	43	156	303	400	33
ZN651G4845	932	2751	2965	2041	1058
ZN651G4846	1	6	8	3	0
ZN651G4847	666	845	830	845	702
ZN651G4848	218	226	208	169	173
ZN651G4849	0	0	0	0	0
ZN651G4850	0	0	0	0	0
ZN651G4851	0	0	0	0	0
ZN651G4852	0	0	0	0	0
ZN651G4853	0	0	0	0	0
ZN651G4854	0	0	0	0	0
ZN651G4855	0	0	0	0	0
ZN651G4856	0	0	0	0	0
ZN651G4857	0	0	0	0	0
ZN651G4858	0	0	0	0	0
ZN651G4859	0	0	0	0	1
ZN651G4860	922	1770	1334	1355	196
ZN651G4861	47	121	22	32	24
ZN651G4862	880	1180	1340	705	341
ZN651G4863	1	0	0	0	0
ZN651G4864	243	188	269	207	74
ZN651G4865	945	1046	933	799	562
ZN651G4866	0	1	0	0	0
ZN651G4867	0	3	2	0	0
ZN651G4868	49	51	35	9	6
ZN651G4869	1031	1239	420	1677	551
ZN651G4870	363	202	320	34	97
ZN651G4871	424	407	373	610	238
ZN651G4872	0	0	0	0	0
ZN651G4873	1935	913	1260	192	812
ZN651G4874	532	402	460	582	357
ZN651G4875	6225	9080	11756	11999	14971
ZN651G4876	548	416	527	340	392
ZN651G4877	623	892	742	674	992
ZN651G4878	2427	583	752	205	4768
ZN651G4879	108	252	126	123	40
ZN651G4880	429	568	487	463	94
ZN651G4881	508	502	1028	522	124
ZN651G4882	23	20	29	78	45
ZN651G4883	4	8	3	0	0
ZN651G4884	0	0	0	0	0
ZN651G4885	5	1	3	3	7
ZN651G4886	178	172	191	100	152
ZN651G4887	56	157	120	180	78
ZN651G4888	461	623	582	289	104
ZN651G4889	265	604	389	1177	325
ZN651G4890	469	444	484	865	759
ZN651G4891	0	0	0	0	2
ZN651G4892	1119	1048	1260	1018	881
ZN651G4893	0	0	0	0	0
ZN651G4894	287	459	301	498	376
ZN651G4895	655	705	862	552	275
ZN651G4896	0	0	0	0	0
ZN651G4897	0	8	5	1	0
ZN651G4898	878	1065	1210	1934	416
ZN651G4899	0	0	0	0	0
ZN651G4900	0	0	0	0	0
ZN651G4901	0	0	0	1	0
ZN651G4902	95	145	198	33	47
ZN651G4903	830	1663	1583	507	392
ZN651G4904	792	2987	1374	596	972
ZN651G4905	330	804	493	476	74
ZN651G4906	1	0	0	2	0
ZN651G4907	0	0	0	0	0
ZN651G4908	0	0	0	0	0
ZN651G4909	0	2	0	3	1
ZN651G4910	0	0	6	0	0
ZN651G4911	17	53	32	24	23
ZN651G4912	349	548	555	2439	206
ZN651G4913	165	193	213	29	55
ZN651G4914	8	27	20	5	3
ZN651G4915	123	350	338	53	82
ZN651G4916	1429	1161	1448	1637	1938
ZN651G4917	33	54	40	28	47
ZN651G4918	9	21	19	3	12
ZN651G4919	9	23	23	24	10
ZN651G4920	1	3	1	1	0
ZN651G4921	319	233	292	360	172
ZN651G4922	158	231	133	362	431
ZN651G4923	96	159	136	2	15
ZN651G4924	331	357	392	972	674
ZN651G4925	0	0	0	0	0
ZN651G4926	0	0	0	0	0
ZN651G4927	569	183	110	699	1306
ZN651G4928	261	221	130	170	522
ZN651G4929	281	277	280	312	142
ZN651G4930	892	3039	5056	109	68
ZN651G4931	1573	809	1489	132	17
ZN651G4932	1	4	2	6	0
ZN651G4933	0	0	0	0	0
ZN651G4934	0	1	1	0	0
ZN651G4935	0	0	0	0	0
ZN651G4936	0	0	0	0	0
ZN651G4937	4	12	3	3	1
ZN651G4938	0	2	4	0	0
ZN651G4939	0	0	0	0	0
ZN651G4940	0	0	0	0	0
ZN651G4941	0	0	0	0	0
ZN651G4942	0	0	1	0	0
ZN651G4943	0	0	0	0	0
ZN651G4944	0	0	0	0	0
ZN651G4945	0	0	0	0	0
ZN651G4946	0	0	0	0	0
ZN651G4947	4	18	4	2	3
ZN651G4948	0	0	0	0	0
ZN651G4949	1231	1745	1407	2232	2841
ZN651G4950	139	218	172	163	51
ZN651G4951	0	0	0	0	0
ZN651G4952	317	599	439	615	133
ZN651G4953	245	99	51	273	357
ZN651G4954	8925	10210	11224	7076	2431
ZN651G4955	0	0	0	0	0
ZN651G4956	0	0	0	0	0
ZN651G4957	0	0	0	0	0
ZN651G4958	0	0	0	0	0
ZN651G4959	7	707	1731	21	78
ZN651G4960	6	18	2	1	2
ZN651G4961	802	725	336	334	340
ZN651G4962	10	51	145	56	85
ZN651G4963	258	697	288	1874	692
ZN651G4964	0	0	2	5	0
ZN651G4965	46	144	138	188	40
ZN651G4966	1076	1157	1298	1697	1835
ZN651G4967	0	0	7	1	1
ZN651G4968	123	143	134	161	908
ZN651G4969	0	2	2	1	6
ZN651G4970	5	11	20	0	7
ZN651G4971	1	0	0	0	0
ZN651G4972	125	21	133	0	0
ZN651G4973	501	27	68	0	0
ZN651G4974	7	0	3	0	0
ZN651G4975	0	0	0	0	0
ZN651G4976	25	2	9	0	0
ZN651G4977	157	250	227	90	118
ZN651G4978	964	325	467	468	737
ZN651G4979	2432	1618	1602	1890	1299
ZN651G4980	152	181	105	145	248
ZN651G4981	1507	1046	704	107	610
ZN651G4982	2980	2358	3024	595	2231
ZN651G4983	453	351	420	74	57
ZN651G4984	104	201	201	280	170
ZN651G4985	24599	15050	15991	3500	17639
ZN651G4986	265	331	358	375	107
ZN651G4987	8755	8544	11989	2403	1542
ZN651G4988	4	0	2	0	1
ZN651G4989	316	104	85	119	696
ZN651G4990	1044	277	366	804	4103
ZN651G4991	3	10	10	7	2
ZN651G4992	6	24	17	3	9
ZN651G4993	0	0	0	0	0
ZN651G4994	1389	378	652	204	389
ZN651G4995	0	10	8	2	5
ZN651G4996	302	333	259	243	174
ZN651G4997	253	464	541	1308	406
ZN651G4998	24	86	65	45	21
ZN651G4999	621	926	751	622	537
ZN651G5000	16	107	147	7	6
ZN651G5001	296	389	366	462	411
ZN651G5002	187	271	253	288	141
ZN651G5003	206	145	194	92	61
ZN651G5004	1877	58	154	0	4
ZN651G5005	0	0	0	1	0
ZN651G5006	2	28	8	0	2
ZN651G5007	6	40	11	10	9
ZN651G5008	513	1040	779	755	825
ZN651G5009	579	938	470	542	305
ZN651G5010	637	388	250	548	43
ZN651G5011	1781	1541	1458	696	569
ZN651G5012	1318	1668	1491	352	452
ZN651G5013	9769	10539	10518	67	10095
ZN651G5014	24216	38487	28932	0	1
ZN651G5015	1293	1081	660	285	644
ZN651G5016	113	90	39	61	83
ZN651G5017	0	0	0	0	0
ZN651G5018	95	174	108	382	74
ZN651G5019	154	502	154	1315	366
ZN651G5020	364	483	497	708	502
ZN651G5021	0	0	0	0	0
ZN651G5022	5	5	0	0	0
ZN651G5023	313	77	43	833	1093
ZN651G5024	0	12	23	0	0
ZN651G5025	60	29	29	3	31
ZN651G5026	444	359	385	850	932
ZN651G5027	1446	360	407	58	846
ZN651G5028	0	1	3	0	56
ZN651G5029	139	292	254	122	690
ZN651G5030	2759	4604	6414	6732	18679
ZN651G5031	1	0	0	2	0
ZN651G5032	2	4	2	0	0
ZN651G5033	64	53	190	13	30
ZN651G5034	705	253	301	186	1410
ZN651G5035	967	185	684	231	1114
ZN651G5036	0	0	0	0	0
ZN651G5037	452	198	319	41	577
ZN651G5038	5067	1124	1101	355	1227
ZN651G5039	94	23	22	8	20
ZN651G5040	0	0	0	0	0
ZN651G5041	431	308	296	152	771
ZN651G5042	0	0	0	0	0
ZN651G5043	13	30	27	10	4
ZN651G5044	72	81	112	143	25
ZN651G5045	28	70	44	0	1
ZN651G5046	556	725	783	720	921
ZN651G5047	1	5	1	0	2
ZN651G5048	16	21	32	46	33
ZN651G5049	0	0	0	0	0
ZN651G5050	0	0	1	0	0
ZN651G5051	0	12	13	0	0
ZN651G5052	5	6	12	1	0
ZN651G5053	281	454	443	317	335
ZN651G5054	1906	1731	1952	1383	2156
ZN651G5055	627	1212	942	1521	1217
ZN651G5056	49	8	1	0	45
ZN651G5057	303	424	344	326	236
ZN651G5058	474	365	583	145	297
ZN651G5059	0	0	2	0	0
ZN651G5060	730	883	684	973	1671
ZN651G5061	372	335	412	424	78
ZN651G5062	113	228	226	336	91
ZN651G5063	840	752	846	823	900
ZN651G5064	129	87	133	25	814
ZN651G5065	106	62	73	13	390
ZN651G5066	28	47	22	14	28
ZN651G5067	1124	1269	1014	728	1873
ZN651G5068	888	1770	1870	2460	1589
ZN651G5069	695	344	331	368	569
ZN651G5070	397	302	179	63	438
ZN651G5071	500	1096	683	788	740
ZN651G5072	2048	4958	3714	1233	2885
ZN651G5073	4077	1695	2214	1907	325
ZN651G5074	106	131	120	213	491
ZN651G5075	151	129	200	362	170
ZN651G5076	0	0	1	1	0
ZN651G5077	0	0	0	0	0
ZN651G5078	0	0	0	0	0
ZN651G5079	164	370	241	118	154
ZN651G5080	0	0	0	0	0
ZN651G5081	1056	723	983	0	7
ZN651G5082	582	465	632	547	314
ZN651G5083	0	0	0	1	7
ZN651G5084	808	541	551	888	1318
ZN651G5085	150	155	126	70	89
ZN651G5086	166	231	182	161	513
ZN651G5087	305	396	1698	232	531
ZN651G5088	0	0	0	0	0
ZN651G5089	137	39	25	11	97
ZN651G5090	0	1	0	0	0
ZN651G5091	290	237	271	471	356
ZN651G5092	1176	1441	1317	1328	776
ZN651G5093	0	0	0	5	0
ZN651G5094	5027	10796	15480	13159	17598
ZN651G5095	0	0	0	0	0
ZN651G5096	0	0	0	0	0
ZN651G5097	2	13	9	28	0
ZN651G5098	171	162	243	187	235
ZN651G5099	144	150	248	73	133
ZN651G5100	0	0	0	0	0
ZN651G5101	3	17	2	4	2
ZN651G5102	0	0	0	0	0
ZN651G5103	444	634	414	671	625
ZN651G5104	130	140	141	72	49
ZN651G5105	119	237	229	84	37
ZN651G5106	1756	1196	982	5861	2768
ZN651G5107	38	123	89	43	13
ZN651G5108	423	305	398	406	205
ZN651G5109	0	0	0	1	0
ZN651G5110	42	16	11	23	29
ZN651G5111	184	100	83	1215	548
ZN651G5112	977	936	1278	1035	290
ZN651G5113	899	1943	1054	901	641
ZN651G5114	6	4	4	3	38
ZN651G5115	1200	1676	1038	1562	2948
ZN651G5116	185	332	269	147	250
ZN651G5117	273	481	420	424	217
ZN651G5118	737	563	578	603	192
ZN651G5119	322	442	517	638	383
ZN651G5120	839	1385	1129	1168	240
ZN651G5121	0	0	0	2	0
ZN651G5122	0	0	0	0	0
ZN651G5123	1194	1634	1304	1556	2034
ZN651G5124	64	21	21	1	6
ZN651G5125	38	82	51	37	30
ZN651G5126	1216	1461	1077	1652	2069
ZN651G5127	511	232	269	99	95
ZN651G5128	342	374	254	362	364
ZN651G5129	381	419	387	367	357
ZN651G5130	0	0	0	0	0
ZN651G5131	0	0	0	0	0
ZN651G5132	0	0	0	0	0
ZN651G5133	0	0	0	0	0
ZN651G5134	0	0	1	0	0
ZN651G5135	0	0	0	0	0
ZN651G5136	97	238	161	171	68
ZN651G5137	409	640	721	633	192
ZN651G5138	72	18	36	1	152
ZN651G5139	250	213	304	187	276
ZN651G5140	130	281	256	57	632
ZN651G5141	466	737	824	766	654
ZN651G5142	541	518	442	1270	1561
ZN651G5143	50	66	67	163	163
ZN651G5144	979	1229	592	1330	741
ZN651G5145	2636	2075	1510	23039	4442
ZN651G5146	0	0	0	0	0
ZN651G5147	2	7	2	3	7
ZN651G5148	73	145	140	200	164
ZN651G5149	316	330	312	1541	183
ZN651G5150	4711	3514	2903	2893	3113
ZN651G5151	0	21	8	0	0
ZN651G5152	990	614	763	337	294
ZN651G5153	57	151	116	56	39
ZN651G5154	6	22	9	2	9
ZN651G5155	431	809	655	470	368
ZN651G5156	25	370	372	5	418
ZN651G5157	192	281	271	127	309
ZN651G5158	886	2202	3484	365	770
ZN651G5159	0	0	0	0	0
ZN651G5160	70	173	209	10	20
ZN651G5161	0	0	0	0	0
ZN651G5162	0	0	0	1	0
ZN651G5163	0	0	0	0	0
ZN651G5164	2	10	13	2	37
ZN651G5165	3	16	6	20	102
ZN651G5166	0	8	2	250	169
ZN651G5167	2	15	8	3	3
ZN651G5168	346	522	305	502	742
ZN651G5169	601	764	679	917	1040
ZN651G5170	27	17	28	18	37
ZN651G5171	596	344	279	370	424
ZN651G5172	881	874	968	732	500
ZN651G5173	9	9	10	20	19
ZN651G5174	199	2066	4701	4303	1523
ZN651G5175	766	884	671	583	399
ZN651G5176	100	146	145	781	184
ZN651G5177	38	92	135	64	30
ZN651G5178	3	3	1	2	2
ZN651G5179	66	56	73	51	40
ZN651G5180	1492	1014	1307	263	465
ZN651G5181	192	104	115	151	117
ZN651G5182	7	4	5	1	20
ZN651G5183	31	6	8	14	33
ZN651G5184	71	50	87	19	1600
ZN651G5185	0	0	0	0	0
ZN651G5186	13508	2148	4664	2185	175
ZN651G5187	1	0	2	1	0
ZN651G5188	0	0	0	0	0
ZN651G5189	424	485	54	27714	1831
ZN651G5190	452	575	487	557	461
ZN651G5191	439	828	433	349	259
ZN651G5192	0	0	0	0	0
ZN651G5193	47	24	33	16	19
ZN651G5194	136	202	274	7	8
ZN651G5195	179	231	229	298	290
ZN651G5196	122	125	131	215	186
ZN651G5197	11	7	13	8	16
ZN651G5198	13	8	13	4	27
ZN651G5199	315	253	256	517	172
ZN651G5200	0	0	0	0	0
ZN651G5201	13	24	17	6	20
ZN651G5202	1603	2282	2087	1085	1373
ZN651G5203	0	0	0	0	0
ZN651G5204	0	1	0	0	0
ZN651G5205	122	333	300	201	176
ZN651G5206	2180	3465	2787	4217	3465
ZN651G5207	0	0	0	0	0
ZN651G5208	248	398	229	446	131
ZN652G0001	389	610	631	389	246
ZN652G0002	338	534	379	477	461
ZN652G0003	1018	1118	1042	1533	1384
